,Title,State,District,Date.of.Challenge.Removal,Month,Year,school_district,County_Merge,County.FIPS,county_state,STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA,code,Trends_DMA
2099,Blood Sport,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2100,"Tomorrow Will Be Different: Love, Loss, and the Fight for Trans Equality",Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2119,Masked,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2129,Sold,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,kendall county,259,"kendall, TX",TX ,Kendall                     ,48,259,9290,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2131,The Teenage Body Book,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2142,Gender Issues (Living with a Special Need),Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2151,When the Moon Was Ours,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2158,Fade (Wake Series),Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,kendall county,259,"kendall, TX",TX ,Kendall                     ,48,259,9290,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2186,In the Role of Brie Hutchens...,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2192,Cut Both Ways,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2197,Perfectly Good White Boy,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,kendall county,259,"kendall, TX",TX ,Kendall                     ,48,259,9290,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2200,Sex & Violence,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,kendall county,259,"kendall, TX",TX ,Kendall                     ,48,259,9290,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2239,All the Things We Do in the Dark,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2246,Should Abortion Be Legal?,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2254,V for Vendetta,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2328,The Bluest Eye,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,kendall county,259,"kendall, TX",TX ,Kendall                     ,48,259,9290,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2338,"Gone, Gone, Gone",Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2339,Marco Impossible,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2354,Kissing Kate,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2366,"l8r, g8r",Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,kendall county,259,"kendall, TX",TX ,Kendall                     ,48,259,9290,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2372,Shine,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2381,ttfn (Internet Girls Series),Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,kendall county,259,"kendall, TX",TX ,Kendall                     ,48,259,9290,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2385,ttyl (Internet Girls Series),Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,kendall county,259,"kendall, TX",TX ,Kendall                     ,48,259,9290,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2392,Are You LGBTQ?,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2393,GLBT Teens and Society,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2396,Should Teens Have Access to Birth Control?,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2398,Teens and Gender Dysphoria,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2400,Reluctantly Alice (Alice Series),Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2406,I'll Give You the Sun,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2415,Jailbait,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,kendall county,259,"kendall, TX",TX ,Kendall                     ,48,259,9290,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2419,October Mourning: A Song for Matthew Shepard,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2420,Sparkle Boy,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2423,The Magic Fish,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2429,The Underground Girls of Kabul: in Search of a Hidden Resistance in Afghanistan,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2437,Becoming Nicole: The inspiring story of transgender actor-activist Nicole Maines and her extraordinary family,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2447,Equal Rights,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2455,Identity and Gender,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2460,So You Want to Talk About Race,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2463,An African American and Latinx History of the United States,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2471,Each of Us a Desert,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2473,Away We Go,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2483,Homophobia: From Social Stigma to Hate Crimes,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2491,"Doing It Right: Making Smart, Safe, and Satisfying Choices About Sex",Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2494,How Prevalent Is Racism in Society?,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2495,Teenage Sex and Pregnancy,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2502,Jaya and Rasa: A Love Story,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2508,Cradle and All,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2509,Protect and Defend (Kerry Kilcannon Series),Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2514,"Friendship, Dating, and Relationships (Teens: Being Gay, Lesbian, Bisexual, or Transgender)",Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2522,The Best Man,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2523,Transgender Rights and Issues,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2542,Out of Darkness,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,kendall county,259,"kendall, TX",TX ,Kendall                     ,48,259,9290,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2566,Between Mom and Jo,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2567,Far from Xanadu,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2576,It's Our Prom (So Deal With It),Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2577,Keeping You a Secret,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2578,Lies My Girlfriend Told Me,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2583,Rage: A Love Story,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2588,"She Loves You, She Loves You Not...",Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2589,Gender Identity (Teen Mental Health),Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2591,The Stars and the Blackness Between Them,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2633,What Happened to Lani Garver,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2644,In Our Mothers' House,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2651,Gracefully Grayson,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2653,The Blood Countess (Lady Slayers Series),Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2663,Rainbow Revolutionaries: Fifty LGBTQ+ People Who Made History,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2664,Tomboy: A Graphic Memoir,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2666,Late to the Party,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2673,"Gabi, a Girl in Pieces",Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2676,"Ready or Not?: A Girl's Guide to Making Her Own Decisions about Dating, Love, and Sex",Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2677,Scars,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2679,The Truth Is,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2680,Citizen: An American Lyric,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2687,We the Students: Supreme Court Cases for and about Students,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2713,All American Boys,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2725,Beyond Dreams (Hamilton High Series),Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2726,Detour for Emmy,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2741,And Tango Makes Three,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2751,Juliet Takes a Breath,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,kendall county,259,"kendall, TX",TX ,Kendall                     ,48,259,9290,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2752,Juliet Takes a Breath,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2768,Finding Community,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2771,Living with Religion and Faith,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2776,White Rabbit,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2782,Abortion: A Documentary and Reference Guide,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2799,Girls vs. Guys: Surprising Differences Between the Sexes,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2813,Eleanor & Park,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,kendall county,259,"kendall, TX",TX ,Kendall                     ,48,259,9290,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2824,Birthday,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2826,If I Was Your Girl,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2838,Miles Away from You,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2843,Empress of the World (Battle Hall Davies Series),Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2845,I Hope You're Listening,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2867,The Moon Within,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2874,Getting It,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2876,Rainbow Boys (Rainbow Trilogy Series),Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2877,Rainbow High (Rainbow Trilogy Series),Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2878,Rainbow Road (Rainbow Trilogy Series),Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2879,So Hard to Say,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2890,Pride: The Story of Harvey Milk and the Rainbow Flag,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2895,Something Must Be Wrong with Me: A Boy's Book about Sexual Abuse,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,kendall county,259,"kendall, TX",TX ,Kendall                     ,48,259,9290,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2896,Gay Believers: Homosexuality and Religion,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2900,Ana on the Edge,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2912,The Questions Within (Cutting Edge Series),Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2916,Jesus Land: A Memoir,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,kendall county,259,"kendall, TX",TX ,Kendall                     ,48,259,9290,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2920,Lizard Radio,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2922,The Last Time I Wore a Dress,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2942,Coming Out: Telling Family and Friends,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2943,Feeling Wrong in Your Own Body: Understanding What It Means to Be Transgender,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2944,Gay and Lesbian Role Models,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2946,"Gay Issues and Politics: Marriage, the Military, & Work Place Discrimination",Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2947,"Gay People of Color: Facing Prejudices, Forging Identities",Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2948,"Gays and Mental Health: Fighting Depression, Saying No to Suicide",Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2949,"Homosexuality Around the World: Safe Havens, Cultural Challenges",Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2950,The LGBT Community,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2960,"A Very, Very Bad Thing",Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2961,Just Kill Me,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2965,My Girlfriend's Pregnant!: A Teen’s Guide to Becoming a Dad,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2971,Far from You,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2974,The Hookup Artist,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2979,Final Takedown,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2992,History Is All You Left Me,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
2998,Infinity Son (Infinity Cycle Series),Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3011,More Happy Than Not,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
3017,They Both Die at the End,Texas,North East Independent School District,21-Dec,12,2021,north east independent school district,bexar county,29,"bexar, TX",TX ,Bexar                       ,48,29,499680,37,SAN ANTONIO (TX)                                                     ,641,US-TX-641
