"","X.x","geo","Month","Year","DMA","STATE","count","avg_hits_prev_month.x","avg_hits_next_month.x","avg_hits_prev_month.y","avg_hits_next_month.y","code","X.y","avg_index_2019","num_lib_2019","avg_revenue_2019","avg_expenses_2019","std_avg_index_2019","avg_index_2021","num_lib_2021","avg_revenue_2021","avg_expenses_2021","std_avg_index_2021","avg_hits_next_month","avg_hits_prev_month"
"102",102,"US-NC-560",4,2022,"RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ","NC ",2,58.75,56.2,NA,NA,560,23,312647.7375,2,5529972,5507497.5,-0.156731521675306,184157.905555556,3,3935754,3673990.33333333,-0.258428956857734,56.2,58.75
"103",103,"US-NC-560",4,2023,"RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ","NC ",9,68,55.75,NA,NA,560,23,312647.7375,2,5529972,5507497.5,-0.156731521675306,184157.905555556,3,3935754,3673990.33333333,-0.258428956857734,55.75,68
"104",104,"US-NC-567",1,2022,"GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  ","NC ",1,31.5,21,NA,NA,567,27,168090.6125,2,2527052,2376697,-0.347593533113688,105788.095833333,2,2682306,2249262.5,-0.404377686018125,21,31.5
"105",105,"US-NC-584",2,2023,"CHARLOTTE (NC)                                                       ","NC ",2,0,0,NA,NA,584,34,954541.68625,4,14878130,14516926,0.69077544270677,777246.878125,4,21109750.5,15736887,0.846085423518612,0,0
"106",106,"US-NC-584",5,2023,"CHARLOTTE (NC)                                                       ","NC ",4,0,0,NA,NA,584,34,954541.68625,4,14878130,14516926,0.69077544270677,777246.878125,4,21109750.5,15736887,0.846085423518612,0,0
"107",107,"US-NJ-501",5,2023,"NEW YORK (NY)                                                        ","NJ ",1,80.6,85.75,NA,NA,501,2,70229.7222342209,169,2743335.56804734,2456250.67455621,-0.476801459442309,51517.4099857002,169,2678089.75147929,2422553.49704142,-0.505446422285312,85.75,80.6
"108",108,"US-NY-501",1,2022,"NEW YORK (NY)                                                        ","NY ",9,63.25,78,NA,NA,501,2,70229.7222342209,169,2743335.56804734,2456250.67455621,-0.476801459442309,51517.4099857002,169,2678089.75147929,2422553.49704142,-0.505446422285312,78,63.25
"109",109,"US-NY-501",1,2023,"NEW YORK (NY)                                                        ","NY ",2,66.5,82,NA,NA,501,2,70229.7222342209,169,2743335.56804734,2456250.67455621,-0.476801459442309,51517.4099857002,169,2678089.75147929,2422553.49704142,-0.505446422285312,82,66.5
"110",110,"US-NY-501",11,2022,"NEW YORK (NY)                                                        ","NY ",1,73.4,66.5,NA,NA,501,2,70229.7222342209,169,2743335.56804734,2456250.67455621,-0.476801459442309,51517.4099857002,169,2678089.75147929,2422553.49704142,-0.505446422285312,66.5,73.4
"111",111,"US-NY-501",12,2022,"NEW YORK (NY)                                                        ","NY ",2,74.75,79.4,NA,NA,501,2,70229.7222342209,169,2743335.56804734,2456250.67455621,-0.476801459442309,51517.4099857002,169,2678089.75147929,2422553.49704142,-0.505446422285312,79.4,74.75
"112",112,"US-NY-501",2,2022,"NEW YORK (NY)                                                        ","NY ",4,63.4,73.5,NA,NA,501,2,70229.7222342209,169,2743335.56804734,2456250.67455621,-0.476801459442309,51517.4099857002,169,2678089.75147929,2422553.49704142,-0.505446422285312,73.5,63.4
"113",113,"US-NY-501",3,2022,"NEW YORK (NY)                                                        ","NY ",2,78,68.75,NA,NA,501,2,70229.7222342209,169,2743335.56804734,2456250.67455621,-0.476801459442309,51517.4099857002,169,2678089.75147929,2422553.49704142,-0.505446422285312,68.75,78
"114",114,"US-NY-501",4,2022,"NEW YORK (NY)                                                        ","NY ",1,73.5,68.2,NA,NA,501,2,70229.7222342209,169,2743335.56804734,2456250.67455621,-0.476801459442309,51517.4099857002,169,2678089.75147929,2422553.49704142,-0.505446422285312,68.2,73.5
"115",115,"US-NY-501",9,2022,"NEW YORK (NY)                                                        ","NY ",1,81,73.4,NA,NA,501,2,70229.7222342209,169,2743335.56804734,2456250.67455621,-0.476801459442309,51517.4099857002,169,2678089.75147929,2422553.49704142,-0.505446422285312,73.4,81
"116",116,"US-OR-500",10,2022,"PORTLAND (OR)                                                        ","OR ",4,0,0,NA,NA,500,1,100839.243606481,18,1657114.94444444,1764183.61111111,-0.436387022462632,56854.1171342593,18,1736183.94444444,1451252.38888889,-0.495507829490534,0,0
"117",117,"US-OR-500",3,2023,"PORTLAND (OR)                                                        ","OR ",70,25,0,NA,NA,500,1,100839.243606481,18,1657114.94444444,1764183.61111111,-0.436387022462632,56854.1171342593,18,1736183.94444444,1451252.38888889,-0.495507829490534,0,25
"118",118,"US-OR-820",10,2022,"PORTLAND (OR)                                                        ","OR ",4,53.75,52.75,NA,NA,820,70,100839.243606481,18,1657114.94444444,1764183.61111111,-0.436387022462632,56854.1171342593,18,1736183.94444444,1451252.38888889,-0.495507829490534,52.75,53.75
"119",119,"US-OR-820",3,2023,"PORTLAND (OR)                                                        ","OR ",70,58,51.6,NA,NA,820,70,100839.243606481,18,1657114.94444444,1764183.61111111,-0.436387022462632,56854.1171342593,18,1736183.94444444,1451252.38888889,-0.495507829490534,51.6,58
"120",120,"US-PA-504",12,2021,"PHILADELPHIA (PA)                                                    ","PA ",1,60,61.8,NA,NA,504,3,107872.426412879,66,1142277.48484848,1149014.86363636,-0.427100953600631,87764.6452384615,65,1142329.41538462,1011708.18461538,-0.437942903526376,61.8,60
"121",121,"US-PA-504",12,2022,"PHILADELPHIA (PA)                                                    ","PA ",2,65.5,79.2,NA,NA,504,3,107872.426412879,66,1142277.48484848,1149014.86363636,-0.427100953600631,87764.6452384615,65,1142329.41538462,1011708.18461538,-0.437942903526376,79.2,65.5
"122",122,"US-PA-504",3,2023,"PHILADELPHIA (PA)                                                    ","PA ",2,73,67.4,NA,NA,504,3,107872.426412879,66,1142277.48484848,1149014.86363636,-0.427100953600631,87764.6452384615,65,1142329.41538462,1011708.18461538,-0.437942903526376,67.4,73
"123",123,"US-PA-508",2,2023,"PITTSBURGH (PA)                                                      ","PA ",151,62.6,53.25,NA,NA,508,6,21692.7053416667,20,308233.85,323222.6,-0.540885970484789,16788.9790958333,20,317913.2,370095.7,-0.570121459421115,53.25,62.6
"124",124,"US-PA-508",3,2022,"PITTSBURGH (PA)                                                      ","PA ",1,46.75,45.25,NA,NA,508,6,21692.7053416667,20,308233.85,323222.6,-0.540885970484789,16788.9790958333,20,317913.2,370095.7,-0.570121459421115,45.25,46.75
"125",125,"US-PA-516",2,2023,"ERIE (PA)                                                            ","PA ",151,0,0,NA,NA,516,8,50774.307015625,16,594998.5,733553,-0.50248888012109,44210.1990364583,16,632069.3125,612031.25,-0.519054700211835,0,0
"126",126,"US-PA-516",6,2022,"ERIE (PA)                                                            ","PA ",1,0,0,NA,NA,516,8,50774.307015625,16,594998.5,733553,-0.50248888012109,44210.1990364583,16,632069.3125,612031.25,-0.519054700211835,0,0
"127",127,"US-PA-566",1,2023,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ","PA ",2,15.5,69.5,NA,NA,566,26,88890.3665362319,23,1015701.43478261,886485.52173913,-0.452163392614278,63483.6202261905,21,912397.142857143,1115150.04761905,-0.483161652376391,69.5,15.5
"128",128,"US-PA-566",4,2022,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ","PA ",1,0,40.4,NA,NA,566,26,88890.3665362319,23,1015701.43478261,886485.52173913,-0.452163392614278,63483.6202261905,21,912397.142857143,1115150.04761905,-0.483161652376391,40.4,0
"129",129,"US-PA-577",2,2023,"WILKES BARRE (PA) - SCRANTON (PA)                                    ","PA ",1,32.4,20,NA,NA,577,33,35719.7134722222,6,828547.5,968155,-0.522365797326528,21278.7685138889,6,858049.833333333,861365.666666667,-0.56176008835124,20,32.4
"130",130,"US-PA-577",7,2022,"WILKES BARRE (PA) - SCRANTON (PA)                                    ","PA ",27,0,0,NA,NA,577,33,35719.7134722222,6,828547.5,968155,-0.522365797326528,21278.7685138889,6,858049.833333333,861365.666666667,-0.56176008835124,0,0
"131",131,"US-SC-507",10,2022,"SAVANNAH (GA)                                                        ","SC ",99,0,0,NA,NA,507,5,291403.525,1,4597899,5104400,-0.184780731488897,270889.675,1,5191204,4810567,-0.0969076826181291,0,0
"132",132,"US-SC-567",11,2022,"GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  ","SC ",1,29.6,27,NA,NA,567,27,168090.6125,2,2527052,2376697,-0.347593533113688,105788.095833333,2,2682306,2249262.5,-0.404377686018125,27,29.6
"133",133,"US-SC-567",9,2022,"GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  ","SC ",2,49,29.6,NA,NA,567,27,168090.6125,2,2527052,2376697,-0.347593533113688,105788.095833333,2,2682306,2249262.5,-0.404377686018125,29.6,49
"134",134,"US-TN-575",5,2023,"CHATTANOOGA (TN)                                                     ","TN ",2,0,16.25,NA,NA,575,31,111618.55875,4,2360675,2264700.5,-0.422154851130917,83633.30625,4,2257917.25,2092548.75,-0.445636729468201,16.25,0
"135",135,"US-TN-640",2,2022,"MEMPHIS (TN)                                                         ","TN ",327,0,25.75,NA,NA,640,47,217845.511333333,5,5516027.6,5285954,-0.281901025253953,177590.459333333,5,6078603.4,5732532.6,-0.270659564962563,25.75,0
"136",136,"US-TN-659",1,2023,"NASHVILLE (TN)                                                       ","TN ",1,49,55.5,NA,NA,659,52,79044.3345,3,584662.333333333,578878.333333333,-0.465163329346017,64588.81175,3,557355.333333333,558228.333333333,-0.481103445281713,55.5,49
"137",137,"US-TN-659",12,2022,"NASHVILLE (TN)                                                       ","TN ",2,31.5,57.6,NA,NA,659,52,79044.3345,3,584662.333333333,578878.333333333,-0.465163329346017,64588.81175,3,557355.333333333,558228.333333333,-0.481103445281713,57.6,31.5
"138",138,"US-TN-659",2,2023,"NASHVILLE (TN)                                                       ","TN ",6,57.6,52.75,NA,NA,659,52,79044.3345,3,584662.333333333,578878.333333333,-0.465163329346017,64588.81175,3,557355.333333333,558228.333333333,-0.481103445281713,52.75,57.6
"139",139,"US-TN-659",3,2022,"NASHVILLE (TN)                                                       ","TN ",2,37.75,46.75,NA,NA,659,52,79044.3345,3,584662.333333333,578878.333333333,-0.465163329346017,64588.81175,3,557355.333333333,558228.333333333,-0.481103445281713,46.75,37.75
"140",140,"US-TN-659",5,2022,"NASHVILLE (TN)                                                       ","TN ",4,46.75,71.75,NA,NA,659,52,79044.3345,3,584662.333333333,578878.333333333,-0.465163329346017,64588.81175,3,557355.333333333,558228.333333333,-0.481103445281713,71.75,46.75
"141",141,"US-TN-659",5,2023,"NASHVILLE (TN)                                                       ","TN ",2,55,60.25,NA,NA,659,52,79044.3345,3,584662.333333333,578878.333333333,-0.465163329346017,64588.81175,3,557355.333333333,558228.333333333,-0.481103445281713,60.25,55
"142",142,"US-TX-612",10,2022,"SHREVEPORT (LA)                                                      ","TX ",58,0,0,NA,NA,612,38,22297.3013888889,3,413959.333333333,386750.333333333,-0.540087708775582,9211.95013888889,3,442899.333333333,361877,-0.584232221601056,0,0
"143",143,"US-TX-618",1,2022,"HOUSTON (TX)                                                         ","TX ",71,44.75,60.75,NA,NA,618,41,602452.555083333,17,7135637.29411765,7248691.05882353,0.22590427305628,1251865.98635784,17,8612820.4117647,8245527.11764706,1.72997241938278,60.75,44.75
"144",144,"US-TX-618",1,2023,"HOUSTON (TX)                                                         ","TX ",73,49.25,69,NA,NA,618,41,602452.555083333,17,7135637.29411765,7248691.05882353,0.22590427305628,1251865.98635784,17,8612820.4117647,8245527.11764706,1.72997241938278,69,49.25
"145",145,"US-TX-618",10,2022,"HOUSTON (TX)                                                         ","TX ",2,67.75,52,NA,NA,618,41,602452.555083333,17,7135637.29411765,7248691.05882353,0.22590427305628,1251865.98635784,17,8612820.4117647,8245527.11764706,1.72997241938278,52,67.75
"146",146,"US-TX-618",11,2022,"HOUSTON (TX)                                                         ","TX ",3,65,49.25,NA,NA,618,41,602452.555083333,17,7135637.29411765,7248691.05882353,0.22590427305628,1251865.98635784,17,8612820.4117647,8245527.11764706,1.72997241938278,49.25,65
"147",147,"US-TX-618",12,2021,"HOUSTON (TX)                                                         ","TX ",34,59,55.6,NA,NA,618,41,602452.555083333,17,7135637.29411765,7248691.05882353,0.22590427305628,1251865.98635784,17,8612820.4117647,8245527.11764706,1.72997241938278,55.6,59
"148",148,"US-TX-618",12,2022,"HOUSTON (TX)                                                         ","TX ",2,52,68.2,NA,NA,618,41,602452.555083333,17,7135637.29411765,7248691.05882353,0.22590427305628,1251865.98635784,17,8612820.4117647,8245527.11764706,1.72997241938278,68.2,52
"149",149,"US-TX-618",2,2022,"HOUSTON (TX)                                                         ","TX ",17,55.6,58.75,NA,NA,618,41,602452.555083333,17,7135637.29411765,7248691.05882353,0.22590427305628,1251865.98635784,17,8612820.4117647,8245527.11764706,1.72997241938278,58.75,55.6
"150",150,"US-TX-618",4,2022,"HOUSTON (TX)                                                         ","TX ",19,58.75,60.2,NA,NA,618,41,602452.555083333,17,7135637.29411765,7248691.05882353,0.22590427305628,1251865.98635784,17,8612820.4117647,8245527.11764706,1.72997241938278,60.2,58.75
"151",151,"US-TX-618",5,2022,"HOUSTON (TX)                                                         ","TX ",3,64,87.75,NA,NA,618,41,602452.555083333,17,7135637.29411765,7248691.05882353,0.22590427305628,1251865.98635784,17,8612820.4117647,8245527.11764706,1.72997241938278,87.75,64
"152",152,"US-TX-618",7,2022,"HOUSTON (TX)                                                         ","TX ",2,87.75,66.5,NA,NA,618,41,602452.555083333,17,7135637.29411765,7248691.05882353,0.22590427305628,1251865.98635784,17,8612820.4117647,8245527.11764706,1.72997241938278,66.5,87.75
"153",153,"US-TX-618",8,2022,"HOUSTON (TX)                                                         ","TX ",3,80.4,67.75,NA,NA,618,41,602452.555083333,17,7135637.29411765,7248691.05882353,0.22590427305628,1251865.98635784,17,8612820.4117647,8245527.11764706,1.72997241938278,67.75,80.4
"154",154,"US-TX-618",9,2022,"HOUSTON (TX)                                                         ","TX ",10,66.5,65,NA,NA,618,41,602452.555083333,17,7135637.29411765,7248691.05882353,0.22590427305628,1251865.98635784,17,8612820.4117647,8245527.11764706,1.72997241938278,65,66.5
"155",155,"US-TX-623",1,2022,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",536,57.25,70.25,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,70.25,57.25
"156",156,"US-TX-623",1,2023,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",26,55.25,72.25,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,72.25,55.25
"157",157,"US-TX-623",10,2022,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",510,74.5,53.5,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,53.5,74.5
"158",158,"US-TX-623",11,2022,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",54,68.8,55.25,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,55.25,68.8
"159",159,"US-TX-623",12,2021,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",2,61,56.4,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,56.4,61
"160",160,"US-TX-623",12,2022,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",8,53.5,68.2,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,68.2,53.5
"161",161,"US-TX-623",2,2022,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",2,56.4,71.25,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,71.25,56.4
"162",162,"US-TX-623",2,2023,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",22,68.2,75.75,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,75.75,68.2
"163",163,"US-TX-623",3,2022,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",42,70.25,60.75,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,60.75,70.25
"164",164,"US-TX-623",3,2023,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",90,72.25,70.2,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,70.2,72.25
"165",165,"US-TX-623",4,2022,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",8,71.25,64,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,64,71.25
"166",166,"US-TX-623",4,2023,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",5,75.75,68.75,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,68.75,75.75
"167",167,"US-TX-623",5,2022,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",4,60.75,90.25,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,90.25,60.75
"168",168,"US-TX-623",5,2023,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",5,70.2,88.5,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,88.5,70.2
"169",169,"US-TX-623",6,2023,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",5,68.75,80.6,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,80.6,68.75
"170",170,"US-TX-623",7,2022,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",2,90.25,76,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,76,90.25
"171",171,"US-TX-623",8,2022,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",10,90.6,74.5,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,74.5,90.6
"172",172,"US-TX-623",9,2022,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",87,76,68.8,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,68.8,76
"173",173,"US-TX-635",1,2023,"AUSTIN (TX)                                                          ","TX ",3,28.5,49.5,NA,NA,635,46,226241.781388889,21,3536006.80952381,3615086,-0.270815241752218,144978.913011364,22,3680503.77272727,3532422.72727273,-0.331392310882413,49.5,28.5
"174",174,"US-TX-635",11,2022,"AUSTIN (TX)                                                          ","TX ",1,41.2,28.5,NA,NA,635,46,226241.781388889,21,3536006.80952381,3615086,-0.270815241752218,144978.913011364,22,3680503.77272727,3532422.72727273,-0.331392310882413,28.5,41.2
"175",175,"US-TX-635",3,2022,"AUSTIN (TX)                                                          ","TX ",84,41.75,28.25,NA,NA,635,46,226241.781388889,21,3536006.80952381,3615086,-0.270815241752218,144978.913011364,22,3680503.77272727,3532422.72727273,-0.331392310882413,28.25,41.75
"176",176,"US-TX-635",3,2023,"AUSTIN (TX)                                                          ","TX ",10,49.5,41.6,NA,NA,635,46,226241.781388889,21,3536006.80952381,3615086,-0.270815241752218,144978.913011364,22,3680503.77272727,3532422.72727273,-0.331392310882413,41.6,49.5
"177",177,"US-TX-641",12,2021,"SAN ANTONIO (TX)                                                     ","TX ",435,56,46,NA,NA,641,48,400797.0050625,8,6170862.25,6138778.625,-0.0403460684242208,268171.811364583,8,6830108,6708553.875,-0.101969182001964,46,56
"178",178,"US-TX-641",3,2022,"SAN ANTONIO (TX)                                                     ","TX ",42,50.5,45.25,NA,NA,641,48,400797.0050625,8,6170862.25,6138778.625,-0.0403460684242208,268171.811364583,8,6830108,6708553.875,-0.101969182001964,45.25,50.5
"179",179,"US-UT-770",1,2023,"SALT LAKE CITY (UT)                                                  ","UT ",9,37.25,56.75,NA,NA,770,65,453642.236398551,23,5438161.91304348,4940937.13043478,0.0294266746884085,371547.55573913,23,6567709.95652174,5856610.08695652,0.0905483010817853,56.75,37.25
"180",180,"US-UT-770",10,2022,"SALT LAKE CITY (UT)                                                  ","UT ",40,69.75,60.25,NA,NA,770,65,453642.236398551,23,5438161.91304348,4940937.13043478,0.0294266746884085,371547.55573913,23,6567709.95652174,5856610.08695652,0.0905483010817853,60.25,69.75
"181",181,"US-UT-770",11,2022,"SALT LAKE CITY (UT)                                                  ","UT ",152,49.4,37.25,NA,NA,770,65,453642.236398551,23,5438161.91304348,4940937.13043478,0.0294266746884085,371547.55573913,23,6567709.95652174,5856610.08695652,0.0905483010817853,37.25,49.4
"182",182,"US-UT-770",12,2022,"SALT LAKE CITY (UT)                                                  ","UT ",23,60.25,58.8,NA,NA,770,65,453642.236398551,23,5438161.91304348,4940937.13043478,0.0294266746884085,371547.55573913,23,6567709.95652174,5856610.08695652,0.0905483010817853,58.8,60.25
"183",183,"US-UT-770",2,2023,"SALT LAKE CITY (UT)                                                  ","UT ",58,58.8,47.75,NA,NA,770,65,453642.236398551,23,5438161.91304348,4940937.13043478,0.0294266746884085,371547.55573913,23,6567709.95652174,5856610.08695652,0.0905483010817853,47.75,58.8
"184",184,"US-UT-770",3,2023,"SALT LAKE CITY (UT)                                                  ","UT ",30,56.75,60.6,NA,NA,770,65,453642.236398551,23,5438161.91304348,4940937.13043478,0.0294266746884085,371547.55573913,23,6567709.95652174,5856610.08695652,0.0905483010817853,60.6,56.75
"185",185,"US-UT-770",5,2023,"SALT LAKE CITY (UT)                                                  ","UT ",1,60.6,63,NA,NA,770,65,453642.236398551,23,5438161.91304348,4940937.13043478,0.0294266746884085,371547.55573913,23,6567709.95652174,5856610.08695652,0.0905483010817853,63,60.6
"186",186,"US-UT-770",6,2023,"SALT LAKE CITY (UT)                                                  ","UT ",25,53.25,67.8,NA,NA,770,65,453642.236398551,23,5438161.91304348,4940937.13043478,0.0294266746884085,371547.55573913,23,6567709.95652174,5856610.08695652,0.0905483010817853,67.8,53.25
"187",187,"US-UT-770",7,2022,"SALT LAKE CITY (UT)                                                  ","UT ",130,67,56.25,NA,NA,770,65,453642.236398551,23,5438161.91304348,4940937.13043478,0.0294266746884085,371547.55573913,23,6567709.95652174,5856610.08695652,0.0905483010817853,56.25,67
"188",188,"US-UT-770",8,2022,"SALT LAKE CITY (UT)                                                  ","UT ",59,63.2,69.75,NA,NA,770,65,453642.236398551,23,5438161.91304348,4940937.13043478,0.0294266746884085,371547.55573913,23,6567709.95652174,5856610.08695652,0.0905483010817853,69.75,63.2
"189",189,"US-UT-770",9,2022,"SALT LAKE CITY (UT)                                                  ","UT ",10,56.25,49.4,NA,NA,770,65,453642.236398551,23,5438161.91304348,4940937.13043478,0.0294266746884085,371547.55573913,23,6567709.95652174,5856610.08695652,0.0905483010817853,49.4,56.25
"190",190,"US-VA-511",10,2022,"WASHINGTON (DC) - HAGERSTOWN (MD)                                    ","VA ",5,50.25,45.75,NA,NA,511,7,2426943.23055556,3,25025832.6666667,25417389,2.63482019588748,2117947.44722222,3,24423142,25037045.3333333,3.34288291400516,45.75,50.25
"191",191,"US-VA-511",11,2022,"WASHINGTON (DC) - HAGERSTOWN (MD)                                    ","VA ",2,49.6,43.5,NA,NA,511,7,2426943.23055556,3,25025832.6666667,25417389,2.63482019588748,2117947.44722222,3,24423142,25037045.3333333,3.34288291400516,43.5,49.6
"192",192,"US-VA-511",2,2023,"WASHINGTON (DC) - HAGERSTOWN (MD)                                    ","VA ",13,56,48.75,NA,NA,511,7,2426943.23055556,3,25025832.6666667,25417389,2.63482019588748,2117947.44722222,3,24423142,25037045.3333333,3.34288291400516,48.75,56
"193",193,"US-VA-511",3,2023,"WASHINGTON (DC) - HAGERSTOWN (MD)                                    ","VA ",14,52,51,NA,NA,511,7,2426943.23055556,3,25025832.6666667,25417389,2.63482019588748,2117947.44722222,3,24423142,25037045.3333333,3.34288291400516,51,52
"194",194,"US-VA-511",4,2023,"WASHINGTON (DC) - HAGERSTOWN (MD)                                    ","VA ",1,48.75,44.75,NA,NA,511,7,2426943.23055556,3,25025832.6666667,25417389,2.63482019588748,2117947.44722222,3,24423142,25037045.3333333,3.34288291400516,44.75,48.75
"195",195,"US-VA-517",1,2023,"CHARLOTTESVILLE (VA)                                                 ","VA ",17,57.25,64,NA,NA,517,9,954541.68625,4,14878130,14516926,0.69077544270677,777246.878125,4,21109750.5,15736887,0.846085423518612,64,57.25
"196",196,"US-VA-517",10,2022,"CHARLOTTESVILLE (VA)                                                 ","VA ",3,64.5,54,NA,NA,517,9,954541.68625,4,14878130,14516926,0.69077544270677,777246.878125,4,21109750.5,15736887,0.846085423518612,54,64.5
"197",197,"US-VA-544",5,2022,"NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   ","VA ",2,39.5,68.25,NA,NA,544,17,NA,1,NA,NA,NA,NA,1,NA,NA,NA,68.25,39.5
"198",198,"US-VA-556",1,2022,"RICHMOND (VA) - PETERSBURG (VA)                                      ","VA ",1,50.75,16.25,NA,NA,556,22,613879.506944444,3,7995997,7853101.33333333,0.240991533658766,789640.919444444,3,8103469.33333333,7818840.33333333,0.86916694669885,16.25,50.75
"199",199,"US-VA-556",6,2023,"RICHMOND (VA) - PETERSBURG (VA)                                      ","VA ",18,37.75,47.4,NA,NA,556,22,613879.506944444,3,7995997,7853101.33333333,0.240991533658766,789640.919444444,3,8103469.33333333,7818840.33333333,0.86916694669885,47.4,37.75
"200",200,"US-VA-573",1,2022,"ROANOKE (VA) - LYNCHBURG (VA)                                        ","VA ",1,0,0,NA,NA,573,30,330579.791666667,2,8812358.5,6338867.5,-0.133055428729545,263955.25,2,4967021,4617736.5,-0.109821718262662,0,0
"201",201,"US-VA-584",1,2023,"CHARLOTTESVILLE (VA)                                                 ","VA ",17,0,0,NA,NA,584,34,954541.68625,4,14878130,14516926,0.69077544270677,777246.878125,4,21109750.5,15736887,0.846085423518612,0,0
"202",202,"US-VA-584",10,2022,"CHARLOTTESVILLE (VA)                                                 ","VA ",3,0,0,NA,NA,584,34,954541.68625,4,14878130,14516926,0.69077544270677,777246.878125,4,21109750.5,15736887,0.846085423518612,0,0
"203",203,"US-WA-810",2,2022,"YAKIMA (WA) - PASCO (WA) - RICHLAND (WA) - KENNEWICK (WA)            ","WA ",1,0,0,NA,NA,810,68,49513.61575,3,934180.666666667,876832.666666667,-0.50415339904923,32970.8231944444,3,1129955,1050299.33333333,-0.539985880554267,0,0
